Ticker,Trailing P/E,Forward P/E,P/B,PEG Ratio,ROE,ROA,Debt/Equity,Current Ratio,Quick Ratio,Profit Margin,Operating Margin,Gross Margin,Revenue Growth,Earnings Growth,Trailing EPS,Forward EPS,Market Cap,Enterprise Value,Dividend Yield,Payout Ratio,Beta,Sector,Industry,Shares Outstanding,Float Shares,Book Value Per Share,P/S,EV/Revenue,EV/EBITDA,Insider Ownership,Institutional Ownership,Short Ratio,Most Recent Quarter,Earnings Date
ANET,59.937954,38.25895,16.681562,2.28,0.314,0.14392,0.732,3.048,2.349,0.38991,0.41519,0.64056,0.289,0.191,2.74,4.29259,206793392128,195708715008.0,,0.0,1.475,Technology,Computer Hardware,1259169438,1039131718.0,9.845,22.9625,21.732,49.815,0.17259,0.70864,2.57,2025-12-31,2026-05-05
ANET,57.74315,37.74155,15.74176,2.15,0.31520998,0.14359,,2.829,2.176,0.38317,0.42738998,0.63537,0.351,0.25,2.92,4.46749,212308557824,199960952832.0,,0.0,1.601,Technology,Computer Hardware,1259169438,1044861128.0,10.711,21.865164,20.594,47.192,0.1727,0.72833,2.62,2026-03-31,2026-08-04
AON,19.49471,15.5111885,7.610266,2.64,0.4694,0.058870003,168.318,1.11,0.298,0.21506001,0.31349,0.47197,0.037,1.383,17.02,21.39101,71315521536,84738637824.0,0.99,0.171,0.825,Financial Services,Insurance Brokers,214254496,208032545.0,43.599,4.1508365,4.932,14.961,0.02843,0.88851,1.78,2025-12-31,2026-05-01
AON,20.165295,17.17939,7.9760633,3.12,0.46447,0.060510002,155.05,1.066,0.261,0.22544001,0.35836,0.47341,0.065,0.271,18.21,21.37503,78427586560,92804587520.0,0.89,0.16360001,0.705,Financial Services,Insurance Brokers,213576949,210928595.0,46.039,4.4851646,5.307,15.88,0.01011,0.92004997,1.97,2026-03-31,2026-07-29
AOS,16.836365,14.960303,4.8333454,1.34,0.29197,0.14257,10.974,1.497,0.899,0.1426,0.17951,0.38833,0.0,0.191,3.85,4.3328,8963952640,8974652416.0,2.19,0.3584,1.346,Industrials,Specialty Industrial Machinery,112376652,110273763.0,13.411,2.3403354,2.343,11.038,0.00453,0.94221,4.36,2025-12-31,2026-04-30
AOS,15.693333,14.139055,4.319266,1.54,0.28267,0.12775,34.981,1.558,0.954,0.13841,0.17111,0.38764998,-0.019,-0.105,3.75,4.16223,8111214080,8564214272.0,2.45,0.37330002,1.153,Industrials,Specialty Industrial Machinery,111965465,109772229.0,13.625,2.1278665,2.247,10.769,0.00454,1.12055,5.5,2026-03-31,2026-07-30
APA,8.957394,9.324898,2.0704439,0.9,0.2532,0.08963,68.685,0.825,0.614,0.16510999,0.30581,0.68014,-0.28,-0.182,3.99,3.83275,12630531072,17829208064.0,2.8,0.25059998,0.484,Energy,Oil & Gas E&P,353400414,351040122.0,17.262,1.4542927,2.053,3.465,0.00439,0.99513,2.81,2025-12-31,2026-05-06
APA,8.20979,8.91693,1.9281726,0.65,0.26217,0.09611,61.314,0.919,0.702,0.18313,0.38487998,0.72273004,-0.119,0.322,4.29,3.94979,12449222656,17634222080.0,2.84,0.2331,0.347,Energy,Oil & Gas E&P,353470227,351363544.0,18.266,1.4871846,2.107,3.384,0.00438,1.05784,5.51,2026-03-31,2026-08-05
APD,,20.721241,4.2159324,6.41,-0.01667,-0.01105,101.991,1.459,1.008,-0.02733,0.24280001,0.31628,0.058,0.097,-1.46,14.08265,64973246464,84559446016.0,2.48,1.0099,0.808,Basic Materials,Specialty Chemicals,222656008,222301985.0,69.216,5.3220553,6.926,99.505,0.01889,0.93478996,3.04,2025-12-31,2026-04-30
APD,31.150684,20.704203,4.2063174,2.21,0.12353,0.03599,101.611,1.427,0.985,0.16906999,0.23595,0.31983998,0.088,,9.49,14.27826,65828864000,85816762368.0,2.45,0.7566,0.736,Basic Materials,Specialty Chemicals,222680686,222324397.0,70.28,5.2815623,6.885,22.131,0.0188,0.93377995,2.63,2026-03-31,2026-07-30
APH,45.227547,29.081709,13.814357,1.68,0.36851,0.13108,118.935,2.979,2.374,0.1849,0.27469,0.37217999,0.491,0.576,3.34,5.19433,185717784576,190415306752.0,0.66,0.22309999,1.26,Technology,Electronic Components,1229430709,1221360247.0,10.935,8.041576,8.245,27.316,0.0047400002,0.98357004,1.53,2025-12-31,2026-04-29
APH,43.448277,25.885712,13.298153,1.31,0.36825,0.13453001,133.051,1.714,1.165,0.17239,0.27305,0.37919998,0.584,0.241,3.48,5.84106,186011451392,200291942400.0,0.66,0.2385,1.243,Technology,Electronic Components,1230234445,1222385549.0,11.37,7.1808558,7.732,24.512,0.00476,0.97953004,1.64,2026-03-31,2026-07-29
APO,22.454054,11.717902,3.2882137,0.65,0.14698,0.01288,99.468,1.659,1.615,0.109840006,0.18127,0.37342,0.877,-0.573,5.55,10.63501,72332263424,96502185984.0,1.64,0.35970002,1.56,Financial Services,Asset Management,578247338,452374457.0,37.899,2.2751002,3.035,,0.26990998,0.68114996,5.02,2025-12-31,2026-05-06
APO,75.767296,11.320975,3.743397,0.55,0.08492,0.00708,101.267,2.024,1.98,0.03656,0.13489,0.35222,-0.092,,1.59,10.64131,69453062144,88521064448.0,1.87,1.283,1.499,Financial Services,Asset Management,576517513,450796339.0,32.182,2.2198696,2.829,,0.27138,0.71535003,7.2,2026-03-31,2026-08-04
APP,47.62475,23.636774,75.62599,1.34,2.12945,0.3953,171.801,3.322,3.229,0.60827,0.76917,0.87864,0.659,0.847,10.02,20.18888,161272135680,162129362944.0,,0.0,2.502,Communication Services,Advertising Agencies,307070000,242769332.0,6.31,29.425373,29.582,37.925,0.18624,0.8109,2.75,2025-12-31,2026-05-06
APP,36.88445,19.587524,60.406944,1.17,2.66444,0.44236,162.888,3.244,3.156,0.6429,0.78151,0.88367,0.59,1.131,11.51,21.674,142619770880,143711141888.0,,0.0,2.483,Communication Services,Advertising Agencies,305732000,255707450.0,7.028,23.136814,23.314,29.497,0.14319,0.75614,2.29,2026-03-31,2026-08-05
APTV,79.49333,8.871865,1.377637,0.93,0.01948,0.059070002,85.209,1.736,1.168,0.008090001,0.10305,0.19153999,0.05,-0.434,0.75,6.72012,14973329408,19219058688.0,,0.0,1.511,Consumer Cyclical,Auto Parts,213141325,210940040.0,43.277,0.7340587,0.942,6.025,0.00567,1.0327101,3.19,2025-12-31,2026-05-05
APTV,34.208336,8.471354,1.3217572,0.95,0.040799998,0.05698,103.823,2.115,1.516,0.01767,0.0987,0.18922001,0.054,,1.68,6.78404,12161831936,19163832320.0,,0.0,1.344,Consumer Cyclical,Auto Parts,211620527,209360420.0,43.48,0.58869416,0.928,6.017,0.00821,1.02992,2.64,2026-03-31,2026-08-04
ARE,,-607.875,0.5360864,3.24,-0.05856,0.0109399995,66.615,1.617,1.369,-0.47384998,0.2274,0.69418997,-0.052,,-8.44,-0.08,8427597312,24325998592.0,8.39,6.8946996,1.343,Real Estate,REIT - Office,173127082,153687959.0,90.713,2.7934396,8.063,12.542,0.01418,0.98401,3.14,2025-12-31,2026-04-27
ARE,,-57.068184,0.5448805,3.24,-0.04144,0.01001,66.509,0.797,0.657,-0.36141,0.15890999,0.6859,-0.115,,-6.27,-0.88,8751812608,24841347072.0,5.73,6.8946996,1.183,Real Estate,REIT - Office,174269480,154657193.0,92.167,2.9868147,8.478,13.351,0.01381,0.96873003,3.53,2026-03-31,2026-08-03
ARES,68.87719,15.862561,9.284982,0.95,0.13520001,0.023359999,163.448,0.472,0.406,0.09415,0.13537,0.36539,0.195,-0.814,1.71,7.42503,38975684608,45089189888.0,4.58,2.6199,1.536,Financial Services,Asset Management,220902613,214911940.0,12.685,6.9581017,8.05,36.331,0.1116,0.89153,3.23,2025-12-31,2026-05-01
ARES,57.91705,17.172356,11.044908,1.16,0.14182,0.02536,168.762,0.488,0.415,0.10539,0.18434,0.37561,0.283,7.705,2.17,7.31874,41455124480,46870716416.0,4.3,2.1705,1.536,Financial Services,Asset Management,222028421,215859382.0,11.379,7.0154567,7.932,33.97,0.11254,0.89779,5.72,2026-03-31,2026-07-31
ATO,24.320728,21.111982,2.1606283,2.23,0.09237,0.03648,67.443,1.13,0.759,0.25667998,0.38848,0.57824004,0.142,0.094,7.67,8.83574,30860980224,40126836736.0,2.14,0.4707,0.688,Utilities,Utilities - Regulated Gas,165438946,164735830.0,86.336,6.3378143,8.241,16.778,0.00398,0.99738,3.75,2025-12-31,2026-05-06
ATO,21.881773,19.7024,1.9893188,2.14,0.096,0.03876,64.588,1.003,0.612,0.27579,0.3932,0.60988,0.006,0.145,8.12,9.01819,29658312704,39161851904.0,2.25,0.46060002,0.598,Utilities,Utilities - Regulated Gas,166919822,166165344.0,89.317,6.075978,8.023,15.416,0.00403,0.99988997,2.22,2026-03-31,2026-08-05
AVB,23.466936,35.182243,2.0953379,7.17,0.088879995,0.02702,80.256,0.406,0.08,0.34569,0.30638,0.63141996,0.037,-0.409,7.41,4.94255,24359114752,33863585792.0,4.09,0.94589996,0.763,Real Estate,REIT - Residential,139111236,131157534.0,82.989,8.009733,11.135,18.335,0.0042,1.01253,4.38,2025-12-31,2026-04-27
AVB,23.857498,39.519436,2.3276029,7.17,0.09719,0.02646,81.307,0.375,0.052,0.37268,0.2932,0.62727,0.025,0.403,8.07,4.87178,27351519232,36370432000.0,3.7,0.8711,0.78,Real Estate,REIT - Residential,142063687,130333606.0,82.716,8.93823,11.886,19.701,0.00402,0.96613,2.36,2026-03-31,2026-07-22
AVGO,79.97471,22.513231,24.37415,0.92,0.33370999,0.10663,82.704,1.902,1.671,0.36571997,0.44943002,0.76725996,0.295,0.316,5.14,18.25904,1946280132608,1998163017728.0,0.63,0.47169998,1.44,Technology,Semiconductors,4734668184,4675626872.0,16.865,28.503561,29.263,53.688,0.01949,0.80111,2.28,2026-02-01,2026-06-03
AVGO,61.701332,19.098053,20.120728,0.42,0.37280998,0.121190004,74.018,2.238,1.929,0.38848,0.48988,0.76284,0.479,0.854,6.01,19.4169,1764229775360,1809508728832.0,0.7,0.41259998,1.462,Technology,Semiconductors,4757580198,4698919234.0,18.43,23.37812,23.978,42.998,0.0194,0.80191004,1.9,2026-05-03,2026-06-03
AVY,19.599998,15.217002,5.9139376,1.92,0.30212998,0.082159996,176.335,1.127,0.661,0.07769,0.12707,0.28754,0.039,-0.006,8.8,11.33469,13266649088,16963807232.0,2.18,0.4209,1.003,Consumer Cyclical,Packaging & Containers,76917031,76307506.0,29.165,1.4981254,1.916,11.956,0.00644,0.98774004,3.16,2025-12-31,2026-04-28
AVY,18.043869,14.382471,5.345575,1.92,0.30857,0.082650006,164.751,1.15,0.696,0.0766,0.12604,0.28755,0.07,0.043,8.89,11.15316,12269822976,15758222336.0,2.49,0.4234,0.826,Consumer Cyclical,Packaging & Containers,76490385,75909823.0,30.008,1.3624507,1.75,10.92,0.00636,0.98117995,3.29,2026-03-31,2026-07-30
AWK,23.130053,20.009184,2.3703265,2.37,0.10496,0.0347,146.987,0.462,0.209,0.21615,0.32179,0.6072,0.058,0.0,5.69,6.57748,25700814848,41467412480.0,2.52,0.5707,0.734,Utilities,Utilities - Regulated Water,195280114,194831913.0,55.524,5.000159,8.068,14.868,0.00228,0.9968,5.36,2025-12-31,2026-04-29
AWK,23.998224,20.577843,2.3905234,2.61,0.10217,0.035099998,142.33,0.37,0.275,0.21172,0.33223,0.60826,0.057,-0.048,5.63,6.5658,26384353280,41910349824.0,2.65,0.5869,0.599,Utilities,Utilities - Regulated Water,195280521,194870432.0,56.519,5.06904,8.052,14.778,0.00117,1.02988,4.6,2026-03-31,2026-07-29
AXON,270.36914,38.117016,9.965122,1.64,0.04476,-0.0032300001,59.107,2.526,2.104,0.044850003,-0.03063,0.59823,0.385,-0.98,1.49,10.56877,32458510336,32496095232.0,,0.0,1.605,Industrials,Aerospace & Defense,80572201,76437584.0,40.426,11.677672,11.691,607.313,0.04341,0.85436994,3.58,2025-12-31,2026-02-24
AXON,204.112,48.26105,11.633495,1.64,0.06765,0.00084,52.074,2.271,1.699,0.06905,0.03748,0.59463,0.337,0.898,2.5,10.57333,41129627648,42233012224.0,,0.0,1.378,Industrials,Aerospace & Defense,80602077,76779120.0,43.863,13.786862,14.157,410.583,0.04145,0.89523005,3.42,2026-03-31,2026-05-06
AXP,21.552307,16.49408,6.7974834,1.71,0.33992,0.03791,190.921,1.405,1.391,0.16174999,0.17459999,0.63469005,0.106,0.166,15.39,20.10964,227743006720,244006993920.0,1.15,0.2133,1.133,Financial Services,Credit Services,685783466,533361759.0,48.796,3.4005198,3.643,,0.22225,0.65260005,3.11,2025-12-31,2026-04-23
AXP,22.16781,17.618536,7.1289573,1.7,0.34419,0.03796,177.847,1.574,1.559,0.16305,0.21245001,0.62759,0.116,0.176,16.03,20.1691,242464718848,249056706560.0,1.07,0.21290001,1.045,Financial Services,Credit Services,682326443,529246506.0,49.846,3.523582,3.619,,0.22326,0.65266,3.41,2026-03-31,2026-07-24
AZO,23.47486,19.11466,-19.009348,1.54,,0.114930004,,0.89,0.102,0.124689996,0.16341999,0.51875997,0.082,-0.023,142.59,175.11584,55457140736,67682160640.0,,0.0,0.436,Consumer Cyclical,Auto Parts,16476820,16424918.0,-176.086,2.828033,3.451,16.15,0.0023999999,0.9414,1.76,2026-02-14,2026-05-26
AZO,20.963665,17.350313,-17.908543,1.39,,0.11389,,0.89,0.103,0.12399,0.19082001,0.51754004,0.084,0.077,145.32,175.58415,49734213632,62550228992.0,,0.0,0.335,Consumer Cyclical,Auto Parts,16325355,16272951.0,-170.111,2.4884024,3.13,14.669,0.0024899999,0.94889,0.9,2026-05-09,2026-05-26
BA,90.07258,51.08468,32.173412,13.82,2.90084,-0.019989999,1032.894,1.188,0.377,0.02498,-0.03178,0.04828,0.571,,2.48,4.37274,175541878784,203146838016.0,,0.0,1.128,Industrials,Aerospace & Defense,785844140,753493418.0,6.943,1.962173,2.271,-62.738,0.00046999997,0.73706,0.17,2025-12-31,2026-04-22
BA,84.59684,52.671085,28.19523,23.22,1.69947,-0.02069,828.696,1.176,0.317,0.024600001,0.01715,0.048249997,0.14,,2.53,4.06352,168720351232,198162350080.0,,0.0,1.205,Industrials,Aerospace & Defense,788302331,756415502.0,7.591,1.8302563,2.15,-60.805,0.00052,0.75431,0.02,2026-03-31,2026-07-28
BAC,13.945409,11.126114,1.4535484,1.0,0.10644,0.00927,,,,0.28956,0.35956,0.0,0.081,0.244,4.03,5.05118,398828404736,376982208512.0,1.97,0.273,1.196,Financial Services,Banks - Diversified,7096590651,7069126845.0,38.664,3.6392772,3.44,,0.073410004,0.70639,0.0,2026-03-31,2026-07-14
BAC,14.150116,11.666899,1.5573688,1.07,0.111990005,0.00969,,,,0.29524,0.38305,0.0,0.214,0.36,4.33,5.25161,429990871040,174167867392.0,1.83,0.2587,1.175,Financial Services,Banks - Diversified,7017967460,6990457028.0,39.342,3.774134,1.529,,0.07422,0.71387,0.0,2026-06-30,2026-10-14
BALL,19.539394,14.346775,3.1564522,1.37,0.16122,0.04677,136.027,1.114,0.696,0.069299996,0.101280004,0.19588,0.162,,3.3,4.49439,17161549824,23315656704.0,1.24,0.24239999,1.142,Consumer Cyclical,Packaging & Containers,266153058,265031492.0,20.428,1.3039701,1.772,11.588,0.00262,0.90323997,2.41,2025-12-31,2026-05-05
BALL,18.282799,13.880496,2.980655,1.33,0.16785999,0.04701,145.542,1.119,0.654,0.06863,0.09353,0.1917,0.163,0.219,3.43,4.51785,16696318976,24160319488.0,1.28,0.2332,0.986,Consumer Cyclical,Packaging & Containers,266246511,265186850.0,21.039,1.221652,1.768,11.768,0.0025600002,0.90234,2.34,2026-03-31,2026-08-04
BAX,,9.239642,1.5698942,36.68,-0.13713,0.028280001,160.275,2.314,1.312,-0.085109994,0.07364,0.35735,0.08,,-1.75,2.02497,9659083776,17413109760.0,1.92,3.0769,0.617,Healthcare,Medical Instruments & Supplies,516252514,512051362.0,11.918,0.85904336,1.549,8.629,0.0032,1.10384,4.11,2025-12-31,2026-04-30
BAX,,11.274559,1.9323134,36.68,-0.15010999,0.02849,161.021,1.854,1.025,-0.096999995,0.060349997,0.34647,0.029,,-1.91,2.0054,11677364224,19320365056.0,0.88,3.0769,0.613,Healthcare,Medical Instruments & Supplies,516469008,513984792.0,11.701,1.0315692,1.707,10.121,0.00339,1.06041,5.51,2026-03-31,2026-07-30
BBY,11.763889,8.472021,4.182716,1.11,0.37041,0.07516,139.474,1.107,0.382,0.02564,0.05017,0.22482,-0.01,3.725,5.04,6.99833,12492118016,14641285120.0,6.48,0.754,1.247,Consumer Cyclical,Specialty Retail,210695187,194317862.0,14.175,0.29963583,0.351,5.627,0.06792,0.98867995,5.65,2026-01-31,2026-05-28
BBY,15.816667,12.077719,5.8372064,1.63,0.39104,0.07771,134.09,1.121,0.36,0.027309999,0.0404,0.22518,0.019,0.379,5.4,7.0717,18001620992,20232620032.0,4.5,0.70559996,1.33,Consumer Cyclical,Specialty Retail,210767126,197752256.0,14.632,0.4300435,0.483,7.728,0.06468,0.98969,4.32,2026-05-02,2026-05-28
BDX,25.905228,11.740425,1.7855815,1.23,0.0696,0.04079,77.284,1.049,0.372,0.08014,0.13347,0.46784002,0.016,0.286,6.12,13.50377,57438265344,63930966016.0,2.65,0.6814,0.352,Healthcare,Medical Instruments & Supplies,284466650,283987243.0,88.789,2.6198807,2.916,10.581,0.00398,0.96527,3.92,2025-12-31,2026-05-07
BDX,27.60384,11.78961,1.8059235,1.11,0.06672,0.04383,71.599,0.942,0.355,0.05124,0.14743,0.47090998,0.052,,5.73,13.41605,43582226432,60045230080.0,2.66,0.7295,0.271,Healthcare,Medical Instruments & Supplies,275540427,274691762.0,87.584,1.9607787,2.701,9.752,0.00421,0.99088997,3.87,2026-03-31,2026-08-06
BEN,25.25,9.538533,1.1685307,0.37,0.04464,0.023670001,24.587,5.564,1.316,0.06972,0.16523,0.37035,0.034,0.606,1.08,2.85893,14218323968,17325219840.0,4.84,1.1944001,1.473,Financial Services,Asset Management,520763448,303407200.0,23.337,1.6072805,1.958,10.176,0.48398,0.48999,4.94,2025-12-31,2026-04-28
BEN,24.9084,10.522175,1.3985084,0.37,0.06704,0.02604,23.471,5.508,1.171,0.08124,0.17238002,0.37355998,0.087,0.872,1.31,3.10107,16955760640,20306159616.0,4.05,0.9924,1.576,Financial Services,Asset Management,519637162,302262544.0,23.332,1.8777769,2.249,11.364,0.48494998,0.51606,4.37,2026-03-31,2026-07-31
BG,24.19067,11.62214,1.4503223,1.37,0.05964,0.02506,91.006,1.612,0.451,0.0116,0.01258,0.04847,0.755,-0.888,4.93,10.26145,23113830400,38454894592.0,2.35,0.5639,0.696,Consumer Defensive,Farm Products,193810410,159286999.0,82.23,0.32865292,0.547,18.356,0.18200001,0.76717,2.78,2025-12-31,2026-04-29
BG,31.355265,10.683512,1.4407498,1.37,0.04933,0.02379,94.032,1.599,0.386,0.00848,0.01235,0.04442,0.878,-0.764,3.8,11.1527,23117258752,39282257920.0,2.42,0.7368,0.639,Consumer Defensive,Farm Products,194018115,159647806.0,82.7,0.28700337,0.488,17.584,0.18188,0.79623,3.55,2026-03-31,2026-07-29
BIIB,20.15341,11.170858,1.4260443,3.68,0.07394,0.0614,36.466,2.679,1.697,0.13071999,0.19641,0.78946,-0.071,,8.8,15.87613,26027626496,28869525504.0,,0.0,0.162,Healthcare,Drug Manufacturers - General,146758528,146277160.0,124.365,2.6315517,2.919,8.011,0.0016500001,0.98569,3.96,2025-12-31,2026-04-29
BIIB,22.173306,12.450288,1.6300933,4.34,0.077010006,0.059520002,35.181,3.065,2.025,0.13805,0.22899,0.78720003,0.019,0.311,9.29,16.545,30411771904,32690970624.0,,0.0,0.158,Healthcare,Drug Manufacturers - General,147637117,147175013.0,126.367,3.060335,3.29,9.236,0.0018799999,0.96310997,4.96,2026-03-31,2026-07-29
BK,16.91315,14.138015,2.37169,1.49,0.13472,0.01196,,,,0.28722,0.37647998,0.0,0.134,0.418,8.06,9.64209,93567188992,-67901808640.0,1.56,0.2556,1.068,Financial Services,Banks - Diversified,686379000,684491503.0,57.478,4.5083933,-3.272,,0.00241,0.87634003,0.0,2026-03-31,2026-07-15
BKNG,29.004532,15.414949,-27.445683,0.79,,0.20815,,1.333,1.259,0.20076999,0.32446,0.87357,0.16,0.384,6.62,12.45609,152039981056,154250985472.0,0.82,0.2319,1.198,Consumer Cyclical,Travel Services,791833650,789260191.0,-6.996,5.648474,5.731,15.257,0.0019400001,0.96920997,2.21,2025-12-31,2026-04-28
BKNG,23.968336,14.772881,-16.243181,0.78,,0.22259001,,1.057,0.987,0.22227,0.25035998,0.86987,0.162,2.4,7.58,12.29821,140779913216,143931916288.0,0.89,0.20729999,1.075,Consumer Cyclical,Travel Services,774878436,772460815.0,-11.185,5.0846934,5.199,13.869,0.00177,0.98611,3.43,2026-03-31,2026-08-04
BKR,22.992308,21.342453,3.1321385,3.23,0.14552,0.05538,35.255,1.357,0.746,0.09332,0.1251,0.23676,0.003,-0.256,2.6,2.80099,59287252992,62239776768.0,1.54,0.3538,0.898,Energy,Oil & Gas Equipment & Services,991757347,985953684.0,19.086,2.137787,2.244,13.257,0.0015199999,1.0250801,2.08,2025-12-31,2026-04-23
BKR,17.875399,19.673965,2.8730614,2.25,0.17184,0.05011,82.935,2.132,1.687,0.11171,0.12282,0.23643999,0.025,1.325,3.13,2.84386,55506243584,55912243200.0,1.64,0.29389998,0.96,Energy,Oil & Gas Equipment & Services,992068697,990044877.0,19.474,1.9899703,2.005,11.598,0.00151,1.00819,3.07,2026-03-31,2026-07-26
BLDR,22.750643,11.94137,2.248647,2.02,0.10064,0.04504,117.187,1.859,1.083,0.02865,0.0184,0.30386,-0.121,-0.829,3.89,7.41121,9788549120,14707066880.0,,0.0,1.636,Industrials,Building Products & Equipment,107515372,107408583.0,39.357,0.6443804,0.968,10.675,0.02582,0.96895,2.78,2025-12-31,2026-04-30
BLDR,28.343513,12.427745,1.9939853,2.02,0.06958,0.033970002,132.159,1.759,1.015,0.01967,0.0050199996,0.29888,-0.101,,2.62,5.97534,7987396096,13180973056.0,,0.0,1.418,Industrials,Building Products & Equipment,107559876,104408372.0,37.242,0.53895265,0.889,10.912,0.02696,1.01595,3.13,2026-03-31,2026-07-30
BLK,26.109854,17.084276,2.84019,1.38,0.118990004,0.03615,23.635,2.168,1.596,0.24396999,0.35638002,0.46890998,0.27,0.459,39.69,60.65812,160868990976,169316990976.0,2.21,0.5376,1.456,Financial Services,Asset Management,155233989,144142520.0,364.87,6.274631,6.604,16.373,0.01918,0.84273005,2.43,2026-03-31,2026-04-14
BLK,25.706064,16.717077,2.9385808,1.15,,,23.635,,,0.24089001,0.35079,0.47152,0.306,0.197,41.71,64.138,174342193152,174639005696.0,2.14,0.5243,1.443,Financial Services,Asset Management,154995389,143914400.0,364.87,6.386395,6.397,15.718,0.0191,0.84209996,2.36,2026-06-30,2026-07-15
BMY,17.390173,9.811723,6.6317644,24.07,0.40442002,0.10293,254.982,1.255,1.076,0.14637,0.28163,0.72623,0.013,13.921,3.46,6.13246,122851213312,159081627648.0,4.19,0.71970004,0.273,Healthcare,Drug Manufacturers - General,2041735455,2033296806.0,9.073,2.5490978,3.301,8.322,0.00087,0.83669996,2.29,2025-12-31,2026-04-30
BMY,17.014006,9.800884,6.180301,1.58,0.38731998,0.10689,230.967,1.42,1.178,0.15006,0.33040002,0.71981,0.026,0.092,3.57,6.1974,124035416064,160012402688.0,4.15,0.7003,0.235,Healthcare,Drug Manufacturers - General,2042071247,2038906037.0,9.828,2.5583806,3.3,8.433,0.00083,0.83792996,2.89,2026-03-31,2026-07-30
BNY,17.820099,14.859301,2.4988692,1.56,0.13472,0.01196,,,,0.28722,0.37647998,0.0,0.134,0.418,8.06,9.666,98584633344,-62321545216.0,1.47,0.2556,1.065,Financial Services,Banks - Diversified,686379045,684491503.0,57.478,4.750151,-3.003,,0.00241,0.87631,0.01,2026-03-31,
BNY,19.495037,15.492404,2.671325,1.72,0.14124,0.012560001,,,,0.29413998,0.40046,0.0,0.131,0.269,8.06,10.14239,107850743808,-25447665664.0,1.41,0.2556,1.058,Financial Services,Banks - Diversified,686379045,676767030.0,58.821,5.0362244,-1.188,,0.00244,0.88577,0.01,2026-06-30,2026-10-15
BR,18.022123,15.745474,6.603437,1.13,0.41793,0.09175,117.175,0.972,0.824,0.14864,0.120249994,0.31219998,0.078,1.017,9.04,10.3471,19020699648,22022899712.0,2.39,0.4104,1.015,Technology,Information Technology Services,116748715,116178981.0,24.672,2.6490119,3.067,12.652,0.00501,0.95098996,2.3,2025-12-31,2026-02-03
BR,16.033155,14.393456,6.153183,1.05,0.42314,0.091709994,120.878,0.943,0.852,0.15028,0.18402,0.31314,0.078,0.151,9.35,10.41515,17338335232,20440035328.0,2.6,0.407,0.903,Technology,Information Technology Services,115658297,115121643.0,24.363,2.367881,2.791,11.601,0.00475,0.99557996,2.36,2026-03-31,2026-04-30
BRO,21.43038,13.604596,1.8135077,1.51,0.11226,0.04241,62.976,1.039,0.381,0.18289,0.23165001,0.49071997,0.362,-0.162,3.16,4.97773,23053244416,29918244864.0,0.93,0.19459999,0.826,Financial Services,Insurance Brokers,339559191,293373976.0,37.342,4.000216,5.191,15.095,0.13077,0.82973,5.41,2025-12-31,2026-04-27
BRO,22.589577,14.335709,1.8454456,1.51,0.11926,0.05515,64.37,1.017,0.381,0.18360001,0.47180998,0.53372,0.357,-0.079,3.07,4.83757,23506032640,30646032384.0,0.93,0.2052,0.599,Financial Services,Insurance Brokers,338947841,291983228.0,37.579,3.7561574,4.897,12.327,0.13111,0.86543,5.73,2026-03-31,2026-07-27
BSX,33.10825,16.471512,3.9306042,0.69,0.12445,0.059759997,48.921,1.617,0.899,0.14437,0.19694,0.68781,0.159,0.185,1.94,3.89946,95457034240,105555959808.0,,0.0,0.782,Healthcare,Medical Devices,1486175167,1479626705.0,16.341,4.755257,5.258,19.771,0.00206,0.95098996,1.59,2025-12-31,2026-04-22
BSX,18.422592,11.861274,2.5301688,0.55,0.14661,0.060749996,42.25,1.9,0.98,0.17294,0.20603001,0.68943,0.116,1.0,2.39,3.71208,65444216832,75260215296.0,,0.0,0.577,Healthcare,Medical Devices,1486355179,1482327156.0,17.402,3.174746,3.651,13.684,0.0023100001,0.94039,1.27,2026-03-31,2026-07-29
BX,33.354008,16.807838,11.666667,1.9,0.29228002,0.13262999,66.531,1.01,0.956,0.21243,0.52829,1.0,0.506,0.425,3.87,7.67975,157769580544,126100815872.0,3.67,1.2119,1.735,Financial Services,Asset Management,742180737,743381649.0,11.064,11.100509,8.872,,0.010880001,0.70273,1.92,2025-12-31,2026-04-23
BX,32.541027,17.049822,11.908606,1.49,0.29533002,0.13028,72.022,0.896,0.847,0.21213,0.38032,1.0,0.057,0.039,3.9,7.44348,155117273088,125552992256.0,3.92,1.2154,1.58,Financial Services,Asset Management,742180737,746230031.0,10.657,10.773949,8.721,,0.0107700005,0.73739,3.99,2026-03-31,2026-07-23
BXP,33.36207,27.841726,1.7881345,2.23,0.04916,0.01672,225.995,0.923,0.858,0.087790005,-0.06589,0.56444,-0.319,,1.74,2.085,10278157312,27634745344.0,5.31,1.9310001,1.047,Real Estate,REIT - Office,158629124,147095200.0,32.464,3.2597136,8.764,17.154,0.00401,1.17084,5.06,2025-12-31,2026-04-28
BXP,35.100502,34.08215,2.1512825,3.23,0.05525,0.01675,211.994,0.979,0.865,0.10042,0.25675,0.56131,0.006,0.655,1.99,2.04946,12455052288,29555294208.0,4.01,1.5477,1.039,Real Estate,REIT - Office,159477391,147825973.0,32.469,3.9432468,9.357,18.506,0.00374,1.1439,7.19,2026-03-31,2026-07-28
